Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 123.0.0.0,,,11-04-2024 06:57:33,11-04-2024 06:58:03,"29,557s",PASSED
,,,,,,,
Test Cases/Login,Chrome 123.0.0.0,,,11-04-2024 06:57:33,11-04-2024 06:57:46,"12,865s",PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,11-04-2024 06:57:34,11-04-2024 06:57:40,"6,093s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 123.0.0.0,,,11-04-2024 06:57:40,11-04-2024 06:57:41,"0,928s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 123.0.0.0,,,11-04-2024 06:57:41,11-04-2024 06:57:43,"1,538s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 123.0.0.0,,,11-04-2024 06:57:43,11-04-2024 06:57:44,"0,945s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 123.0.0.0,,,11-04-2024 06:57:44,11-04-2024 06:57:44,"0,589s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 123.0.0.0,,,11-04-2024 06:57:44,11-04-2024 06:57:45,"0,597s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Make Appointment""))",Chrome 123.0.0.0,,,11-04-2024 06:57:45,11-04-2024 06:57:45,"0,551s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Make Appointment""))",Chrome 123.0.0.0,,,11-04-2024 06:57:45,11-04-2024 06:57:46,"0,440s",PASSED
closeBrowser(),Chrome 123.0.0.0,,,11-04-2024 06:57:46,11-04-2024 06:57:46,"0,517s",PASSED
,,,,,,,
Test Cases/LoginFail_Pwd,Chrome 123.0.0.0,,,11-04-2024 06:57:46,11-04-2024 06:57:55,"8,227s",PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,11-04-2024 06:57:47,11-04-2024 06:57:49,"2,508s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 123.0.0.0,,,11-04-2024 06:57:49,11-04-2024 06:57:50,"0,809s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 123.0.0.0,,,11-04-2024 06:57:50,11-04-2024 06:57:51,"1,090s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 123.0.0.0,,,11-04-2024 06:57:51,11-04-2024 06:57:52,"0,877s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""b/98lgFmTtuLvynNFOQHnA=="")",Chrome 123.0.0.0,,,11-04-2024 06:57:52,11-04-2024 06:57:53,"0,638s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 123.0.0.0,,,11-04-2024 06:57:53,11-04-2024 06:57:53,"0,676s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Login                Please login to ma_d0c010""))",Chrome 123.0.0.0,,,11-04-2024 06:57:53,11-04-2024 06:57:54,"0,435s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Chrome 123.0.0.0,,,11-04-2024 06:57:54,11-04-2024 06:57:54,"0,406s",PASSED
closeBrowser(),Chrome 123.0.0.0,,,11-04-2024 06:57:54,11-04-2024 06:57:55,"0,568s",PASSED
,,,,,,,
Test Cases/LoginFail_User,Chrome 123.0.0.0,,,11-04-2024 06:57:55,11-04-2024 06:58:03,"7,995s",PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,11-04-2024 06:57:55,11-04-2024 06:57:57,"2,431s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 123.0.0.0,,,11-04-2024 06:57:57,11-04-2024 06:57:58,"0,838s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 123.0.0.0,,,11-04-2024 06:57:58,11-04-2024 06:57:59,"1,117s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""mmo"")",Chrome 123.0.0.0,,,11-04-2024 06:57:59,11-04-2024 06:58:00,"0,865s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 123.0.0.0,,,11-04-2024 06:58:00,11-04-2024 06:58:01,"0,548s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 123.0.0.0,,,11-04-2024 06:58:01,11-04-2024 06:58:01,"0,633s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Chrome 123.0.0.0,,,11-04-2024 06:58:01,11-04-2024 06:58:02,"0,447s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""))",Chrome 123.0.0.0,,,11-04-2024 06:58:02,11-04-2024 06:58:02,"0,403s",PASSED
closeBrowser(),Chrome 123.0.0.0,,,11-04-2024 06:58:02,11-04-2024 06:58:03,"0,527s",PASSED
