Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Windows - Chrome 122.0.0.0,,,11-04-2024 09:50:59,11-04-2024 09:52:54,"1m - 54,637s",PASSED
,,,,,,,
Test Cases/Login,Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:00,11-04-2024 09:51:43,"42,756s",PASSED
"openBrowser("""")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:00,11-04-2024 09:51:27,"26,752s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:27,11-04-2024 09:51:28,"0,906s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:28,11-04-2024 09:51:31,"2,390s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:31,11-04-2024 09:51:34,"3,235s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:34,11-04-2024 09:51:37,"3,128s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:37,11-04-2024 09:51:39,"1,929s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Make Appointment""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:39,11-04-2024 09:51:40,"1,408s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Make Appointment""))",Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:40,11-04-2024 09:51:42,"1,317s",PASSED
closeBrowser(),Windows - Chrome 122.0.0.0,,,11-04-2024 09:51:42,11-04-2024 09:51:43,"1,046s",PASSED
,,,,,,,
