Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Windows - Chrome 122.0.0.0,,,24-04-2024 13:18:26,24-04-2024 13:20:20,"1m - 53,396s",PASSED
,,,,,,,
Test Cases/Web_tests/Login,Windows - Chrome 122.0.0.0,,,24-04-2024 13:18:27,24-04-2024 13:19:08,"41,722s",PASSED
"openBrowser("""")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:18:27,24-04-2024 13:18:54,"26,667s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:18:54,24-04-2024 13:18:55,"1,082s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:18:55,24-04-2024 13:18:56,"1,543s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:18:56,24-04-2024 13:19:01,"4,156s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:01,24-04-2024 13:19:02,"1,800s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:02,24-04-2024 13:19:04,"1,774s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Make Appointment""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:04,24-04-2024 13:19:06,"1,815s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Make Appointment""))",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:06,24-04-2024 13:19:07,"1,315s",PASSED
closeBrowser(),Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:07,24-04-2024 13:19:08,"1,144s",PASSED
,,,,,,,
Test Cases/Web_tests/LoginFail_Pwd,Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:08,24-04-2024 13:19:43,"34,761s",PASSED
"openBrowser("""")",Windows - Chrome 122.0.0.0,,,24-04-2024 13:19:08,24-04-2024 13:19:27,"18,761s",PASSED
